CarName,fueltype,price,accident,milage,model_year,ext_col,int_col,HP,motor_size,cylinders
MINI,gasoline,28900.0,no,12370.0,2018.0,Blue,Black,189.0,2.0,4.0
RAM,gasoline,28995.0,no,12466.0,2019.0,Gray,Gray,395.0,5.7,8.0
Volvo,gasoline,5500.0,yes,199000.0,2011.0,Red,Beige,227.0,2.5,5.0
Mercedes-Benz,gasoline,22999.0,yes,78200.0,2007.0,Black,Brown,510.0,5.5,12.0
Toyota,hybrid,29500.0,no,22000.0,2018.0,White,Beige,208.0,2.5,4.0
Jeep,gasoline,5200.0,no,103000.0,2003.0,Black,Gray,210.0,3.7,6.0
Jaguar,gasoline,7000.0,no,91491.0,2009.0,Blue,Beige,300.0,4.2,8.0
Subaru,gasoline,18749.0,yes,77000.0,2019.0,Gray,Gray,175.0,2.5,4.0
Land,gasoline,76000.0,no,20500.0,2019.0,White,White,380.0,3.0,6.0
Lexus,gasoline,33900.0,yes,49810.0,2019.0,Gray,Black,302.0,3.5,6.0
Alfa,gasoline,75000.0,no,10558.0,2021.0,White,Black,505.0,2.9,6.0
BMW,gasoline,30900.0,no,59300.0,2005.0,Red,Black,225.0,3.0,6.0
Maybach,gasoline,64250.0,no,34254.0,2004.0,Brown,Black,543.0,5.5,12.0
Mercedes-Benz,diesel,22000.0,yes,139200.0,2016.0,White,Black,161.0,2.1,4.0
Mercedes-Benz,gasoline,13999.0,no,82046.0,2012.0,Black,Beige,302.0,3.5,6.0
Dodge,gasoline,6399.0,no,285000.0,1997.0,White,Gray,230.0,5.2,8.0
Mazda,gasoline,16770.0,yes,127131.0,2016.0,Brown,Brown,227.0,2.5,4.0
Porsche,gasoline,179900.0,no,31000.0,2019.0,White,Black,580.0,3.8,6.0
BMW,gasoline,38400.0,no,27000.0,2021.0,Black,Brown,248.0,2.0,4.0
Jeep,gasoline,18900.0,no,93400.0,2015.0,White,Black,290.0,3.6,6.0
BMW,hybrid,71200.0,yes,9200.0,2021.0,White,Brown,335.0,3.0,6.0
Mercedes-Benz,gasoline,32999.0,yes,76850.0,2014.0,Brown,Beige,429.0,4.7,8.0
Bentley,gasoline,98000.0,yes,61160.0,2016.0,Black,Black,582.0,6.0,12.0
Jeep,gasoline,15900.0,yes,146000.0,2005.0,Red,Black,190.0,4.0,6.0
Volkswagen,gasoline,16500.0,no,33850.0,2017.0,Blue,Beige,170.0,1.8,4.0
Lexus,gasoline,7390.0,yes,192000.0,2006.0,Silver,Gray,278.0,4.3,8.0
Mercedes-Benz,gasoline,15500.0,no,83112.0,2014.0,Black,Black,302.0,3.5,6.0
RAM,gasoline,43500.0,no,57300.0,2020.0,Black,Black,395.0,5.7,8.0
MINI,gasoline,4100.0,yes,104500.0,2008.0,Red,Black,118.0,1.6,4.0
Jeep,gasoline,6500.0,yes,170552.0,1996.0,Black,Gray,190.0,4.0,6.0
Ford,gasoline,29000.0,no,18000.0,2013.0,Silver,Black,412.0,5.0,8.0
Lincoln,gasoline,51999.0,no,39000.0,2019.0,Black,Black,450.0,3.5,6.0
Jeep,gasoline,45000.0,no,38000.0,2020.0,Black,Black,285.0,3.6,6.0
Porsche,gasoline,115000.0,no,15168.0,2016.0,White,Black,385.0,3.8,6.0
Honda,gasoline,6500.0,no,167506.0,2012.0,Black,Black,140.0,1.8,4.0
Jeep,gasoline,13000.0,yes,166000.0,2012.0,White,Gray,290.0,3.6,6.0
Ford,gasoline,82950.0,no,19200.0,2021.0,Black,Black,760.0,5.2,8.0
Land,hybrid,75000.0,no,46000.0,2022.0,Green,Beige,395.0,3.0,6.0
Hummer,gasoline,7200.0,yes,201000.0,2007.0,White,Black,242.0,3.7,5.0
Kia,gasoline,8900.0,yes,87000.0,2014.0,Black,Black,182.0,2.4,4.0
GMC,gasoline,24950.0,no,145000.0,2015.0,White,Beige,355.0,5.3,8.0
Jeep,gasoline,36500.0,no,33060.0,2020.0,White,Black,285.0,3.6,6.0
Audi,gasoline,18000.0,no,89500.0,2014.0,Gray,Black,310.0,3.0,6.0
Jeep,hybrid,37500.0,no,27000.0,2021.0,Red,Black,285.0,3.6,6.0
Jeep,gasoline,18500.0,no,87250.0,2010.0,Blue,Black,202.0,3.8,6.0
Volkswagen,gasoline,13000.0,yes,76495.0,2016.0,White,Black,200.0,2.0,4.0
Cadillac,gasoline,15500.0,no,70503.0,2016.0,Silver,Beige,308.0,3.6,6.0
Porsche,gasoline,35000.0,yes,41965.0,2009.0,Black,Beige,500.0,4.8,8.0
Toyota,gasoline,8000.0,yes,267000.0,1999.0,Silver,Beige,150.0,2.7,4.0
Mitsubishi,gasoline,4200.0,yes,146000.0,2003.0,Gray,Black,200.0,3.0,6.0
Chevrolet,gasoline,82500.0,no,9000.0,2023.0,White,White,490.0,6.2,8.0
Toyota,gasoline,40000.0,no,1050.0,2022.0,Gray,Black,228.0,2.4,4.0
Ford,gasoline,26500.0,no,19900.0,2012.0,White,Black,412.0,5.0,8.0
RAM,gasoline,17900.0,no,113500.0,2012.0,Black,Black,390.0,5.7,8.0
Lamborghini,gasoline,150000.0,no,22000.0,2013.0,Black,Black,550.0,5.2,10.0
INFINITI,gasoline,54000.0,no,3300.0,2022.0,Red,Black,400.0,3.0,6.0
BMW,gasoline,52500.0,no,27000.0,2015.0,Black,Black,560.0,4.4,8.0
Chevrolet,gasoline,18500.0,no,60000.0,1996.0,Purple,Gray,260.0,5.7,8.0
Subaru,gasoline,22888.0,no,46452.0,2013.0,Gray,Black,200.0,2.0,4.0
Lincoln,gasoline,26500.0,no,36000.0,2019.0,White,Beige,245.0,2.0,4.0
Chevrolet,gasoline,61950.0,no,13100.0,2019.0,Silver,Red,460.0,6.2,8.0
Audi,gasoline,27000.0,yes,50000.0,2019.0,White,Beige,248.0,2.0,4.0
Mazda,gasoline,32250.0,no,19500.0,2018.0,White,Brown,227.0,2.5,4.0
Ford,gasoline,31000.0,yes,36000.0,2016.0,Orange,Black,435.0,5.0,8.0
Rolls-Royce,gasoline,217000.0,yes,21000.0,2016.0,Brown,Black,624.0,6.6,12.0
Chevrolet,gasoline,51999.0,no,6640.0,2022.0,Orange,Black,455.0,6.2,8.0
BMW,gasoline,21900.0,yes,74850.0,2016.0,White,Brown,300.0,3.0,6.0
Nissan,gasoline,10900.0,yes,117000.0,2014.0,White,Black,290.0,3.5,6.0
Toyota,gasoline,39900.0,no,51400.0,2016.0,Black,Black,381.0,5.7,8.0
INFINITI,gasoline,57999.0,no,6000.0,2022.0,Gold,Brown,295.0,3.5,6.0
Mitsubishi,gasoline,37999.0,no,128000.0,2006.0,Silver,Black,286.0,2.0,4.0
BMW,gasoline,39995.0,no,15000.0,2021.0,White,Brown,248.0,2.0,4.0
Toyota,gasoline,29950.0,no,119000.0,2016.0,Red,Black,381.0,5.7,8.0
Lincoln,gasoline,12999.0,yes,87500.0,2006.0,Silver,Black,300.0,5.4,8.0
Ford,gasoline,7999.0,no,149000.0,2011.0,Black,Beige,262.0,3.5,6.0
Audi,gasoline,20995.0,yes,54700.0,2015.0,Gray,Brown,220.0,2.0,4.0
Lincoln,gasoline,29000.0,no,56846.0,2017.0,White,Beige,335.0,2.7,6.0
Jeep,gasoline,22500.0,yes,80150.0,2017.0,Blue,Black,293.0,3.6,6.0
GMC,gasoline,12300.0,yes,11563.0,2013.0,Blue,Black,182.0,2.4,4.0
Mercedes-Benz,hybrid,78000.0,no,15615.0,2021.0,Gray,Black,429.0,3.0,6.0
Subaru,gasoline,16000.0,yes,113000.0,2013.0,Blue,Black,265.0,2.5,4.0
Kia,gasoline,15000.0,no,74000.0,2018.0,White,Black,185.0,2.4,4.0
Mercedes-Benz,gasoline,11900.0,no,99200.0,2011.0,Black,Black,268.0,3.5,6.0
Volkswagen,gasoline,23999.0,no,36824.0,2018.0,Red,Red,174.0,2.0,4.0
Acura,gasoline,6700.0,yes,186040.0,2005.0,Gray,Beige,160.0,2.0,4.0
GMC,gasoline,27700.0,no,58000.0,2020.0,Black,Black,310.0,3.6,6.0
Ford,gasoline,42500.0,no,31250.0,2020.0,Blue,Gray,325.0,2.7,6.0
Jeep,gasoline,46500.0,no,43000.0,2020.0,White,Beige,285.0,3.6,6.0
Genesis,gasoline,53000.0,no,12900.0,2022.0,Gray,White,375.0,3.5,6.0
Ford,gasoline,50000.0,no,10500.0,2022.0,Black,Black,400.0,3.0,6.0
BMW,gasoline,4800.0,yes,142000.0,2003.0,Silver,Black,184.0,2.5,6.0
Toyota,gasoline,7950.0,yes,129355.0,2012.0,Black,Gray,106.0,1.5,4.0
Chevrolet,gasoline,4900.0,yes,204000.0,2010.0,White,Gray,310.0,5.3,8.0
Lincoln,gasoline,22500.0,no,115600.0,2016.0,Black,Black,380.0,3.5,6.0
Jeep,hybrid,62500.0,no,1563.0,2023.0,Gray,Black,285.0,3.6,6.0
Bentley,gasoline,35995.0,yes,72166.0,2007.0,Black,Black,552.0,6.0,12.0
Lexus,gasoline,37899.0,no,26100.0,2018.0,Gray,Red,295.0,3.5,6.0
BMW,gasoline,21000.0,no,58880.0,2017.0,White,Brown,248.0,2.0,4.0
Cadillac,gasoline,104000.0,no,26000.0,2021.0,Black,Black,420.0,6.2,8.0
Honda,gasoline,5500.0,yes,190640.0,2008.0,Silver,Silver,140.0,1.8,4.0
Porsche,gasoline,59900.0,no,37500.0,2020.0,White,Black,335.0,3.0,6.0
Cadillac,gasoline,13600.0,no,225000.0,2013.0,Blue,Black,202.0,2.5,4.0
Lexus,gasoline,24995.0,no,123256.0,2014.0,White,Beige,386.0,4.6,8.0
Cadillac,gasoline,88900.0,no,11459.0,2021.0,White,Brown,420.0,6.2,8.0
Mercedes-Benz,gasoline,20490.0,no,67289.0,2016.0,White,Gray,241.0,2.0,4.0
Hyundai,gasoline,10500.0,yes,56837.0,2013.0,Silver,Black,132.0,1.6,4.0
Chevrolet,gasoline,30000.0,no,44168.0,2002.0,Orange,Black,350.0,5.7,8.0
Kia,gasoline,29950.0,no,56300.0,2018.0,Silver,Black,365.0,3.3,6.0
Volvo,gasoline,8000.0,no,167000.0,2004.0,Black,Beige,300.0,2.5,5.0
Chevrolet,gasoline,27499.0,no,122770.0,2015.0,Brown,Black,360.0,6.0,8.0
Land,gasoline,54995.0,no,59271.0,2019.0,Black,Black,380.0,3.0,6.0
GMC,gasoline,24500.0,yes,102000.0,2015.0,Silver,Black,355.0,5.3,8.0
Porsche,gasoline,174900.0,no,22000.0,2019.0,White,Beige,580.0,3.8,6.0
Chevrolet,gasoline,69790.0,no,19200.0,2022.0,White,Black,420.0,6.2,8.0
Mercedes-Benz,gasoline,128000.0,no,32376.0,2019.0,Black,Black,416.0,4.0,8.0
Porsche,gasoline,134900.0,no,19800.0,2023.0,Silver,Black,379.0,3.0,6.0
Land,gasoline,10000.0,no,105000.0,2011.0,Black,Black,375.0,5.0,8.0
Ford,diesel,38900.0,no,122650.0,2016.0,Gray,Black,440.0,6.7,8.0
Subaru,gasoline,34999.0,no,14000.0,2022.0,White,Black,228.0,2.4,4.0
Lexus,gasoline,15397.0,no,100868.0,2008.0,Black,Beige,380.0,4.6,8.0
Land,gasoline,15000.0,yes,111000.0,2013.0,Black,Black,375.0,5.0,8.0
Cadillac,gasoline,94995.0,yes,38500.0,2021.0,White,Black,420.0,6.2,8.0
Nissan,gasoline,21865.0,no,41250.0,2020.0,White,Black,284.0,3.5,6.0
MINI,gasoline,5500.0,no,99600.0,2006.0,Orange,Black,168.0,1.6,4.0
Acura,gasoline,11000.0,yes,198000.0,2013.0,White,Black,150.0,2.0,4.0
Porsche,gasoline,76500.0,no,52044.0,2013.0,White,Gray,400.0,3.8,6.0
MINI,gasoline,30000.0,no,23777.0,2022.0,Gray,Black,189.0,2.0,4.0
Ford,gasoline,46900.0,yes,60660.0,2018.0,Gold,Black,375.0,3.5,6.0
Mazda,gasoline,21800.0,no,61000.0,2018.0,Gray,Black,187.0,2.5,4.0
Lexus,gasoline,32600.0,no,53750.0,2020.0,Black,Red,295.0,3.5,6.0
Porsche,gasoline,52500.0,yes,96275.0,2006.0,Silver,Black,325.0,3.6,6.0
Ford,diesel,32000.0,no,162000.0,2015.0,Red,Beige,440.0,6.7,8.0
RAM,gasoline,27000.0,yes,73690.0,2017.0,Blue,Gray,395.0,5.7,8.0
Toyota,gasoline,17900.0,no,48750.0,2009.0,Brown,Silver,159.0,2.7,4.0
Cadillac,gasoline,8450.0,no,124542.0,2011.0,Gray,Beige,265.0,3.0,6.0
Ford,gasoline,20000.0,no,69000.0,2010.0,White,Black,315.0,4.6,8.0
Dodge,diesel,19000.0,no,148000.0,2004.0,Black,Beige,250.0,5.9,6.0
BMW,gasoline,10500.0,no,122141.0,2006.0,Silver,Black,360.0,4.8,8.0
Subaru,gasoline,15000.0,no,106000.0,2012.0,Black,Black,265.0,2.5,4.0
Ford,gasoline,16500.0,yes,113294.0,2017.0,Gray,Black,245.0,2.0,4.0
RAM,gasoline,37050.0,yes,54800.0,2018.0,White,Black,395.0,5.7,8.0
Ford,gasoline,17500.0,no,161000.0,2017.0,Gray,Black,290.0,3.5,6.0
Mercedes-Benz,gasoline,61350.0,no,28755.0,2019.0,Black,Black,385.0,3.0,6.0
Audi,gasoline,20499.0,yes,52105.0,2016.0,White,Beige,220.0,2.0,4.0
Nissan,gasoline,20999.0,no,119950.0,2018.0,Black,Black,390.0,5.6,8.0
Mercedes-Benz,gasoline,12500.0,no,80081.0,2003.0,White,Beige,302.0,5.0,8.0
Bentley,gasoline,165000.0,no,24500.0,2021.0,White,White,542.0,4.0,8.0
Jeep,gasoline,55000.0,no,4100.0,2021.0,Black,Black,285.0,3.6,6.0
BMW,gasoline,103500.0,no,9670.0,2020.0,Blue,Black,444.0,3.0,6.0
Dodge,gasoline,18650.0,no,63250.0,2017.0,Red,Black,292.0,3.6,6.0
Lincoln,gasoline,26500.0,no,69431.0,2017.0,Silver,Black,335.0,2.7,6.0
BMW,gasoline,13998.0,no,98000.0,2008.0,Black,Brown,300.0,3.0,6.0
BMW,gasoline,34500.0,no,52253.0,2019.0,White,Black,228.0,2.0,4.0
Ford,diesel,99750.0,no,23850.0,2022.0,Silver,Black,475.0,6.7,8.0
Mercedes-Benz,diesel,39500.0,no,1500.0,2015.0,White,Gray,188.0,3.0,6.0
Dodge,gasoline,32500.0,no,40000.0,2021.0,Black,Black,303.0,3.6,6.0
Audi,gasoline,31000.0,no,38718.0,2012.0,Black,Black,333.0,3.0,6.0
Mercedes-Benz,diesel,56500.0,no,13344.0,2021.0,Red,Black,188.0,3.0,6.0
INFINITI,gasoline,28900.0,no,51850.0,2018.0,Black,Black,400.0,3.0,6.0
Porsche,gasoline,36995.0,yes,119500.0,2002.0,Black,Black,320.0,3.6,6.0
Ford,gasoline,51999.0,no,30918.0,2021.0,White,Beige,375.0,3.5,6.0
Chevrolet,gasoline,92000.0,no,1100.0,2023.0,Gray,Beige,490.0,6.2,8.0
Mercedes-Benz,gasoline,27900.0,no,40000.0,2019.0,Blue,Black,255.0,2.0,4.0
Jeep,gasoline,9998.0,no,100500.0,2005.0,Black,Gray,325.0,5.7,8.0
Dodge,gasoline,67000.0,yes,54320.0,2020.0,Gray,Black,707.0,6.2,8.0
Mercedes-Benz,gasoline,23450.0,no,49000.0,2018.0,Black,Black,241.0,2.0,4.0
Porsche,gasoline,134999.0,no,28000.0,2020.0,Gray,Black,443.0,3.0,6.0
Porsche,gasoline,275000.0,no,1750.0,2022.0,White,Black,502.0,4.0,6.0
Cadillac,gasoline,3499.0,yes,130000.0,2007.0,Gold,Beige,275.0,4.6,8.0
Mercedes-Benz,gasoline,34500.0,no,78101.0,2016.0,Black,Black,449.0,4.7,8.0
Chevrolet,gasoline,16000.0,yes,54000.0,2017.0,Gray,Gray,160.0,1.5,4.0
Nissan,gasoline,7500.0,yes,185000.0,2011.0,White,Gray,260.0,3.5,6.0
Mercedes-Benz,gasoline,23500.0,no,49000.0,2015.0,Blue,Beige,201.0,1.8,4.0
GMC,gasoline,81500.0,no,2043.0,2024.0,White,Black,401.0,6.6,8.0
Lexus,gasoline,28000.0,no,71750.0,2016.0,Black,Brown,295.0,3.5,6.0
BMW,gasoline,27500.0,no,42200.0,2019.0,White,Black,255.0,2.0,4.0
Mercedes-Benz,gasoline,33500.0,no,42717.0,2020.0,Gold,Beige,255.0,2.0,4.0
Jaguar,gasoline,32500.0,no,37777.0,2018.0,Black,Black,247.0,2.0,4.0
Ford,gasoline,54900.0,yes,1800.0,2023.0,Gray,Blue,275.0,2.3,4.0
Scion,gasoline,8900.0,yes,163019.0,2014.0,Black,Black,200.0,2.0,4.0
Mercedes-Benz,gasoline,35500.0,no,14220.0,2020.0,Blue,Beige,255.0,2.0,4.0
BMW,gasoline,15000.0,no,117200.0,2002.0,Black,Black,333.0,3.2,6.0
Ford,gasoline,65000.0,no,25000.0,2016.0,Gray,Black,385.0,5.0,8.0
INFINITI,gasoline,21990.0,no,33300.0,2013.0,Gray,Black,328.0,3.7,6.0
Ford,gasoline,6900.0,no,123921.0,2007.0,White,Beige,300.0,5.4,8.0
BMW,gasoline,39990.0,no,12800.0,2021.0,Blue,Blue,248.0,2.0,4.0
Aston,gasoline,80000.0,no,21100.0,2015.0,Black,Black,430.0,4.7,8.0
Chevrolet,gasoline,15000.0,no,104733.0,2009.0,Black,Black,320.0,5.3,8.0
Ford,gasoline,38500.0,yes,53000.0,2020.0,White,Black,310.0,3.5,6.0
RAM,hybrid,41900.0,yes,63875.0,2020.0,Gray,Black,395.0,5.7,8.0
Ford,hybrid,29999.0,no,12500.0,2023.0,Silver,Black,191.0,2.5,4.0
BMW,gasoline,10500.0,no,103990.0,2001.0,Black,Beige,225.0,3.0,6.0
Chevrolet,gasoline,50000.0,no,7000.0,2022.0,Blue,Black,455.0,6.2,8.0
Chevrolet,gasoline,92000.0,no,9000.0,2023.0,Blue,Black,490.0,6.2,8.0
Pontiac,gasoline,19000.0,no,7800.0,2007.0,Silver,Black,260.0,2.0,4.0
Cadillac,gasoline,20997.0,yes,69289.0,2017.0,Gray,Black,304.0,3.6,6.0
Toyota,gasoline,16600.0,yes,106000.0,2011.0,White,Gray,270.0,3.5,6.0
Lincoln,gasoline,55999.0,yes,68000.0,2020.0,Black,Gray,450.0,3.5,6.0
Toyota,hybrid,43000.0,no,13828.0,2019.0,Blue,Black,306.0,3.5,6.0
Audi,gasoline,26999.0,no,39600.0,2018.0,White,Black,220.0,2.0,4.0
Jeep,gasoline,12500.0,no,92000.0,2003.0,Gold,Black,150.0,2.4,4.0
Toyota,gasoline,36500.0,no,5020.0,2022.0,Black,Gray,278.0,3.5,6.0
Chevrolet,gasoline,15000.0,yes,107800.0,2007.0,Black,Black,395.0,6.0,8.0
Audi,gasoline,34995.0,no,23827.0,2019.0,Gray,Black,248.0,2.0,4.0
Audi,hybrid,39900.0,no,25300.0,2020.0,White,Beige,335.0,3.0,6.0
Mercedes-Benz,diesel,24500.0,yes,399000.0,2016.0,Silver,Black,188.0,3.0,6.0
Porsche,gasoline,49999.0,no,46200.0,2005.0,Silver,Black,325.0,3.6,6.0
Chevrolet,gasoline,85989.0,no,3158.0,2022.0,Red,Red,490.0,6.2,8.0
GMC,gasoline,30900.0,no,26000.0,2021.0,White,Black,228.0,2.0,4.0
Porsche,gasoline,107900.0,no,12758.0,2020.0,Silver,Black,379.0,3.0,6.0
Chevrolet,gasoline,27000.0,yes,123500.0,2007.0,Red,Beige,400.0,6.0,8.0
Ford,gasoline,42500.0,no,26840.0,2018.0,White,Black,460.0,5.0,8.0
Cadillac,gasoline,16100.0,no,114500.0,2012.0,Black,Black,403.0,6.2,8.0
Chevrolet,gasoline,89900.0,no,5400.0,2022.0,White,Black,490.0,6.2,8.0
Toyota,gasoline,15100.0,no,17500.0,2016.0,Red,Gray,132.0,1.8,4.0
Chevrolet,gasoline,44600.0,no,56000.0,2017.0,Blue,Beige,285.0,4.8,8.0
Chevrolet,gasoline,19000.0,no,20800.0,2020.0,Black,Beige,138.0,1.4,4.0
Volkswagen,gasoline,13200.0,no,107543.0,2015.0,Black,Black,170.0,1.8,4.0
Nissan,gasoline,5000.0,no,206000.0,2012.0,Black,Black,266.0,4.0,6.0
Ford,gasoline,46000.0,no,37100.0,2018.0,Black,Black,395.0,5.0,8.0
Land,gasoline,51900.0,no,19813.0,2019.0,Silver,Beige,380.0,3.0,6.0
Kia,gasoline,3500.0,no,208321.0,2010.0,White,Beige,173.0,2.7,6.0
Lexus,gasoline,9995.0,yes,200000.0,2012.0,White,Beige,380.0,4.6,8.0
MINI,gasoline,10999.0,no,66000.0,2012.0,White,Black,181.0,1.6,4.0
Bentley,gasoline,113000.0,no,41000.0,2018.0,Gray,Gray,600.0,6.0,12.0
Volvo,gasoline,36800.0,no,20623.0,2019.0,Silver,Black,330.0,2.0,4.0
Ford,gasoline,26900.0,no,86000.0,2018.0,Black,Black,290.0,3.5,6.0
Mercedes-Benz,gasoline,73000.0,no,51354.0,2016.0,Blue,Black,416.0,4.0,8.0
Jeep,gasoline,72980.0,no,38000.0,2021.0,Gray,Black,470.0,6.4,8.0
Toyota,hybrid,11500.0,no,161000.0,2015.0,Blue,Gray,200.0,2.5,4.0
Nissan,gasoline,12500.0,no,74750.0,2012.0,Black,Black,188.0,1.6,4.0
Porsche,gasoline,59500.0,yes,67522.0,2013.0,Gray,Black,350.0,3.4,6.0
MINI,gasoline,9000.0,no,152000.0,2012.0,White,Black,181.0,1.6,4.0
Subaru,gasoline,23900.0,no,71273.0,2019.0,Black,Brown,260.0,2.4,4.0
Subaru,gasoline,32500.0,no,37800.0,2017.0,Blue,Black,305.0,2.5,4.0
Land,gasoline,48990.0,no,42000.0,2019.0,White,Black,340.0,3.0,6.0
Kia,hybrid,44990.0,no,10101.0,2022.0,White,Black,261.0,1.6,4.0
Chevrolet,gasoline,92500.0,no,7900.0,2022.0,White,Red,490.0,6.2,8.0
Nissan,gasoline,16995.0,no,187141.0,2017.0,Black,Black,390.0,5.6,8.0
Porsche,gasoline,32000.0,no,99100.0,2014.0,White,Black,550.0,4.8,8.0
Subaru,gasoline,34000.0,no,33500.0,2021.0,Blue,Brown,260.0,2.4,4.0
Acura,gasoline,15450.0,no,102665.0,2016.0,Black,Black,310.0,3.5,6.0
Ford,gasoline,16995.0,no,52675.0,2001.0,Black,Black,260.0,4.6,8.0
BMW,gasoline,23000.0,no,59203.0,2017.0,White,Black,248.0,2.0,4.0
Mercedes-Benz,gasoline,27000.0,no,60100.0,2009.0,Black,Black,382.0,5.5,8.0
Audi,gasoline,76400.0,no,43238.0,2021.0,Black,Red,500.0,4.0,8.0
MINI,gasoline,3600.0,no,118000.0,2007.0,Beige,Black,172.0,1.6,4.0
Ford,gasoline,31000.0,no,17300.0,2021.0,Yellow,Black,310.0,2.3,4.0
Audi,gasoline,50000.0,no,64800.0,2016.0,White,Brown,560.0,4.0,8.0
Volkswagen,diesel,35000.0,no,15167.0,2015.0,Gold,Black,240.0,3.0,6.0
Porsche,gasoline,41000.0,no,64600.0,2016.0,White,Red,440.0,3.6,6.0
Jeep,gasoline,83000.0,no,31112.0,2022.0,Black,Black,471.0,6.4,8.0
MINI,gasoline,10500.0,no,63500.0,2011.0,Silver,Black,181.0,1.6,4.0
Chevrolet,gasoline,7500.0,no,64776.0,2001.0,Black,Gray,200.0,3.8,6.0
BMW,gasoline,14000.0,yes,135000.0,2013.0,Black,Black,445.0,4.4,8.0
Volvo,gasoline,7500.0,yes,208864.0,2013.0,White,Beige,240.0,3.2,6.0
INFINITI,gasoline,21500.0,yes,49872.0,2016.0,Gray,Black,300.0,3.0,6.0
MINI,gasoline,9250.0,no,90367.0,2009.0,Red,Black,118.0,1.6,4.0
Porsche,gasoline,82499.0,no,36670.0,2014.0,White,Black,400.0,3.8,6.0
Jeep,gasoline,49895.0,no,9100.0,2020.0,Red,Black,285.0,3.6,6.0
Ford,hybrid,4500.0,yes,223824.0,2011.0,White,Brown,156.0,2.5,4.0
Audi,gasoline,21990.0,no,96000.0,2016.0,Black,Black,252.0,2.0,4.0
Chevrolet,gasoline,10500.0,yes,185000.0,2004.0,Red,Gray,295.0,5.3,8.0
Honda,hybrid,18500.0,yes,96400.0,2017.0,White,Beige,212.0,2.0,4.0
RAM,gasoline,36500.0,no,67865.0,2018.0,White,Gray,410.0,6.4,8.0
Land,gasoline,44850.0,no,64300.0,2015.0,Blue,Black,550.0,5.0,8.0
Chevrolet,gasoline,33500.0,no,76500.0,2018.0,White,Black,308.0,3.6,6.0
GMC,diesel,53000.0,yes,96343.0,2017.0,Blue,Beige,445.0,6.6,8.0
Subaru,gasoline,24000.0,no,74600.0,2018.0,Blue,Black,152.0,2.0,4.0
Jeep,gasoline,30000.0,no,80000.0,2012.0,Orange,Black,285.0,3.6,6.0
Mercedes-Benz,gasoline,37999.0,no,19000.0,2021.0,Blue,Beige,255.0,2.0,4.0
Porsche,gasoline,67000.0,yes,64000.0,2013.0,Gray,Black,400.0,3.8,6.0
Mercedes-Benz,gasoline,46900.0,no,34068.0,2019.0,White,Beige,362.0,3.0,6.0
Nissan,gasoline,59950.0,no,8400.0,2022.0,Red,Beige,400.0,5.6,8.0
Porsche,gasoline,209000.0,no,11938.0,2021.0,Black,Black,572.0,3.8,6.0
Chevrolet,gasoline,72500.0,no,24670.0,2021.0,White,Brown,490.0,6.2,8.0
Ford,gasoline,66400.0,no,16478.0,2013.0,White,Black,650.0,5.8,8.0
Ford,gasoline,35000.0,no,52500.0,2018.0,Gray,Gray,395.0,5.0,8.0
Porsche,gasoline,12000.0,no,92500.0,2004.0,Silver,Black,450.0,4.5,8.0
Mitsubishi,gasoline,10000.0,yes,62930.0,2008.0,Gray,Black,260.0,3.8,6.0
Lexus,gasoline,19975.0,no,116600.0,2007.0,White,Gray,263.0,4.7,8.0
Dodge,gasoline,7500.0,yes,172024.0,2010.0,Red,Brown,210.0,3.7,6.0
Jeep,gasoline,22500.0,no,57237.0,2012.0,Black,Black,285.0,3.6,6.0
Subaru,gasoline,28300.0,no,44600.0,2020.0,Silver,Gray,182.0,2.5,4.0
Jeep,gasoline,21000.0,no,181830.0,2013.0,Black,Black,285.0,3.6,6.0
Ford,diesel,40000.0,no,156453.0,2017.0,White,Beige,440.0,6.7,8.0
Porsche,gasoline,36000.0,no,156193.0,2014.0,Silver,Black,550.0,4.8,8.0
BMW,gasoline,29000.0,no,27989.0,2020.0,Gray,Black,228.0,2.0,4.0
Toyota,gasoline,24999.0,yes,146700.0,2014.0,Blue,Black,270.0,4.0,6.0
GMC,gasoline,42900.0,yes,88450.0,2019.0,Black,Beige,420.0,6.2,8.0
Chevrolet,gasoline,44900.0,no,49000.0,2020.0,White,Black,355.0,5.3,8.0
BMW,gasoline,17900.0,no,58000.0,2013.0,White,Black,400.0,4.4,8.0
Audi,hybrid,52000.0,no,22800.0,2021.0,Blue,Brown,335.0,3.0,6.0
Subaru,gasoline,14750.0,no,78007.0,2014.0,Blue,Black,173.0,2.5,4.0
Ford,diesel,69900.0,no,36500.0,2020.0,Gray,Brown,475.0,6.7,8.0
Honda,gasoline,3990.0,yes,156350.0,2004.0,Brown,Beige,160.0,2.4,4.0
Lexus,gasoline,59000.0,no,17710.0,2021.0,White,Red,301.0,4.6,8.0
Ford,gasoline,7850.0,yes,149000.0,2013.0,Brown,Beige,290.0,3.5,6.0
Subaru,gasoline,16000.0,no,90000.0,2015.0,Silver,Gray,170.0,2.5,4.0
Ford,gasoline,64500.0,no,9990.0,2022.0,Silver,Black,315.0,2.7,6.0
Lexus,gasoline,17900.0,yes,124250.0,2015.0,Gray,Orange,235.0,2.0,4.0
Ford,diesel,61000.0,no,50780.0,2017.0,White,Black,440.0,6.7,8.0
Porsche,gasoline,43000.0,no,65000.0,2006.0,Blue,Gray,355.0,3.8,6.0
